key,bugnr,fields.created,
DNN-5994,1,2014-10-16T17:29:20.000-0700,
DNN-5990,1,2014-10-16T02:34:32.000-0700,
DNN-5978,1,2014-10-10T14:18:09.000-0700,
DNN-5957,1,2014-10-06T10:21:19.000-0700,
DNN-5938,1,2014-10-01T16:18:59.000-0700,
DNN-5919,1,2014-09-27T09:39:42.000-0700,
DNN-5898,1,2014-09-23T14:06:12.000-0700,
DNN-5824,1,2014-09-05T11:29:02.000-0700,
DNN-5805,1,2014-09-03T04:58:24.000-0700,
DNN-5794,1,2014-08-21T13:35:16.000-0700,
DNN-5770,1,2014-08-21T14:19:39.000-0700,
DNN-5752,1,2014-07-28T13:38:42.000-0700,
DNN-5745,1,2014-08-19T08:43:20.000-0700,
DNN-5737,1,2014-08-17T05:21:50.000-0700,
DNN-5711,1,2014-08-08T16:42:03.000-0700,
DNN-5710,1,2014-08-08T16:16:44.000-0700,
DNN-5678,1,2014-07-29T20:07:07.000-0700,
DNN-5650,1,2014-07-24T11:08:39.000-0700,
DNN-5647,1,2014-07-22T18:53:32.000-0700,
DNN-5646,1,2014-07-22T15:46:43.000-0700,
DNN-5639,1,2014-07-21T16:24:13.000-0700,
DNN-5638,1,2014-07-21T16:16:05.000-0700,
DNN-5626,1,2014-07-18T13:04:18.000-0700,
DNN-5625,1,2014-07-18T07:54:14.000-0700,
DNN-5624,1,2014-07-17T16:52:08.000-0700,
